Location,Indicator,Period,Dim1,First Tooltip
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,49.1
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,36.4
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,42.9
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,49.3
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,36.5
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,43.5
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,49.7
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,37.2
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,44.1
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,50
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,38.3
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,29.7
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,54.7
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,4.6
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,29.2
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,53.6
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,4.8
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,28.7
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,52.3
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,5
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,28
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,50.8
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,5.3
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,27.7
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,49.8
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,5.5
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,27.2
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,48.6
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,5.7
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,26
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,45.3
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,6.6
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,24.5
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,40.5
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,8.4
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,23.5
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,36.2
Lesotho,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,10.8
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,8.4
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,15.1
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,1.8
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,8.6
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,15.3
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,1.9
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,8.8
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,15.7
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,2
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,9.1
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,16
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,2.2
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,9.3
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,16.2
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,2.3
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,9.6
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,16.6
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,2.5
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,10.4
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,17.7
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,3.1
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,12
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,19.8
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,4.3
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,14.2
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,22.2
Liberia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,6.2
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,27.1
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,35.3
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,19
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,27.6
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,36.1
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,19
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,28
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,37
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,19.1
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,28.5
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,37.7
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,19.2
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,29
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,38.6
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,19.3
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,29.4
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,39.3
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,19.5
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,30.8
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,41.7
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,19.9
Lithuania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,33.4
