Location,Dim2,Indicator,Period,Dim1,First Tooltip
Iraq,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.13 [2.64-5.7]
Ireland,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,20.22 [14.36-27.15]
Ireland,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,21.71 [16.1-27.97]
Ireland,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,18.76 [12.8-26.87]
Ireland,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.94 [8.48-16.03]
Ireland,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,14.7 [10.9-18.93]
Ireland,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,9.44 [6.44-13.53]
Ireland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.84 [0.37-4.28]
Ireland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.65 [0.33-3.85]
Ireland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.01 [0.4-4.69]
Ireland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.01 [0.2-2.34]
Ireland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.08 [0.22-2.52]
Ireland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.94 [0.19-2.2]
Ireland,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.83 [0.72-3.42]
Ireland,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.08 [0.82-3.9]
Ireland,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.57 [0.62-2.94]
Ireland,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.16 [0.46-2.16]
Ireland,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.41 [0.56-2.65]
Ireland,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.94 [0.37-1.76]
Ireland,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.86 [6.33-13.79]
Ireland,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,11.64 [8.02-15.57]
Ireland,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.1 [4.48-12.41]
Ireland,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.96 [3.83-8.34]
Ireland,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,8.02 [5.52-10.72]
Ireland,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.06 [2.24-6.21]
Ireland,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.75 [1.15-6.87]
Ireland,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.29 [1.16-5.05]
Ireland,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.2 [1.12-8.68]
Ireland,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.58 [0.66-3.95]
Ireland,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.55 [0.78-3.41]
Ireland,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.57 [0.55-4.26]
Ireland,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.95 [1.13-7.69]
Ireland,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.04 [1.16-7.86]
Ireland,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.87 [1.11-7.52]
Ireland,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.24 [0.64-4.35]
Ireland,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.64 [0.75-5.13]
Ireland,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.93 [0.55-3.76]
Israel,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,23.25 [18.79-28.72]
Israel,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,25.9 [21.14-31.52]
Israel,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,20.63 [16.16-26.04]
Israel,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,15.41 [12.45-19.03]
Israel,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,20.62 [16.83-25.1]
Israel,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,11.08 [8.67-13.98]
Israel,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.09 [2.67-7.92]
Israel,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.18 [2.72-8.06]
Israel,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.01 [2.62-7.78]
Israel,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.13 [1.64-4.87]
Israel,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.89 [2.04-6.04]
Israel,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.54 [1.33-3.95]
Israel,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.94 [1.57-4.6]
Israel,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4 [2.14-6.26]
Israel,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.9 [1.01-2.97]
Israel,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.29 [1.22-3.58]
Israel,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.46 [1.85-5.42]
Israel,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.3 [0.7-2.04]
Israel,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.1 [5.52-10.81]
Israel,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.34 [6.77-11.96]
Israel,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.89 [4.27-9.78]
Israel,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.39 [3.67-7.19]
Israel,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,7.53 [5.46-9.64]
Israel,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.58 [2.22-5.09]
Israel,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.17 [1.76-5.79]
Israel,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.02 [1.88-5.09]
Israel,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.32 [1.65-6.48]
Israel,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.06 [1.15-3.76]
Israel,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.37 [1.48-4.01]
Israel,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.78 [0.88-3.47]
Israel,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.94 [1.92-6.45]
Israel,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.36 [2.13-7.14]
Israel,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.53 [1.72-5.78]
Israel,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.53 [1.24-4.15]
Israel,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.37 [1.65-5.52]
Israel,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.87 [0.92-3.07]
Italy,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,48.67 [36.92-64.41]
